source_document_year,source_url,source_pages,source_section,source_type,provider_bytes_bundled,year,programme_code,programme_name,degree,institution_code,institution_name,vacancies,applicants,first_choice_applicants,placements,first_choice_placements,last_placed_general_contingent_grade,mean_application_grade_placed,mean_entrance_exam_grade_placed,mean_secondary_grade_placed
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,75,105,60,65,60,112.5,142.0,127.2,154.1
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,1503,Universidade de Lisboa - Faculdade de Ciências,105,836,114,105,43,152.0,161.7,158.8,164.4
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3023,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,60,58,10,17,10,116.2,142.7,128.5,150.4
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,100,98,5,14,5,108.6,132.9,118.3,140.8
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3053,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,90,97,13,19,13,120.8,137.3,115.8,148.8
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,140,619,152,141,101,136.4,148.6,132.7,157.0
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3065,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,42,88,3,14,3,113.9,126.6,109.3,135.9
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3092,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,70,54,6,6,6,153.4,144.2,121.5,156.3
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,102,386,138,102,90,142.0,154.7,142.8,161.1
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P43-P44,9119 Engenharia Informática [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9119,Engenharia Informática,Licenciatura,3122,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,37,37,5,7,5,129.4,135.8,120.0,144.3
