source_document_year,source_url,source_pages,source_section,source_type,provider_bytes_bundled,year,programme_code,programme_name,degree,institution_code,institution_name,vacancies,applicants,first_choice_applicants,placements,first_choice_placements,last_placed_general_contingent_grade,mean_application_grade_placed,mean_entrance_exam_grade_placed,mean_secondary_grade_placed
2019,https://www.dges.gov.pt/guias/pdfs/statcol/2019/StatsCurso19.pdf,C31-C32,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2018,9500,Enfermagem,Licenciatura,1320,Universidade da Madeira - Escola Superior de Saúde,25,72,56,25,24,136.0,145.0,129.7,160.3
2019,https://www.dges.gov.pt/guias/pdfs/statcol/2019/StatsCurso19.pdf,C31-C32,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2018,9500,Enfermagem,Licenciatura,3013,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,82,713,100,83,31,138.8,144.0,124.5,157.0
2019,https://www.dges.gov.pt/guias/pdfs/statcol/2019/StatsCurso19.pdf,C31-C32,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2018,9500,Enfermagem,Licenciatura,3155,Instituto Politécnico de Setúbal - Escola Superior de Saúde,44,395,75,44,32,135.6,143.7,132.8,151.0
2019,https://www.dges.gov.pt/guias/pdfs/statcol/2019/StatsCurso19.pdf,C31-C32,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2018,9500,Enfermagem,Licenciatura,7001,Escola Superior de Enfermagem de Coimbra,320,1271,252,324,188,131.2,137.0,120.8,147.8
2019,https://www.dges.gov.pt/guias/pdfs/statcol/2019/StatsCurso19.pdf,C31-C32,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2018,9500,Enfermagem,Licenciatura,7002,Escola Superior de Enfermagem de Lisboa,285,1226,426,286,223,135.8,148.6,136.5,156.7
2019,https://www.dges.gov.pt/guias/pdfs/statcol/2019/StatsCurso19.pdf,C31-C32,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2018,9500,Enfermagem,Licenciatura,7003,Escola Superior de Enfermagem do Porto,257,1069,381,257,198,144.0,153.8,141.1,166.5
2019,https://www.dges.gov.pt/guias/pdfs/statcol/2019/StatsCurso19.pdf,C31-C32,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2018,9500,Enfermagem,Licenciatura,7005,Instituto Politécnico de Beja - Escola Superior de Saúde,35,164,33,35,24,124.0,133.2,118.3,141.1
2019,https://www.dges.gov.pt/guias/pdfs/statcol/2019/StatsCurso19.pdf,C31-C32,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2018,9500,Enfermagem,Licenciatura,7010,Universidade do Minho - Escola Superior de Enfermagem,85,454,141,85,63,142.0,155.6,143.3,167.8
2019,https://www.dges.gov.pt/guias/pdfs/statcol/2019/StatsCurso19.pdf,C31-C32,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2018,9500,Enfermagem,Licenciatura,7015,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,55,245,25,58,22,121.9,130.4,110.4,141.2
2019,https://www.dges.gov.pt/guias/pdfs/statcol/2019/StatsCurso19.pdf,C31-C32,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2018,9500,Enfermagem,Licenciatura,7020,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,60,281,24,61,22,112.6,125.3,106.9,135.2
2019,https://www.dges.gov.pt/guias/pdfs/statcol/2019/StatsCurso19.pdf,C31-C32,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2018,9500,Enfermagem,Licenciatura,7030,Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,65,320,45,67,34,125.2,133.4,117.1,142.1
2019,https://www.dges.gov.pt/guias/pdfs/statcol/2019/StatsCurso19.pdf,C31-C32,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2018,9500,Enfermagem,Licenciatura,7035,Universidade do Algarve - Escola Superior de Saúde,35,219,50,35,26,129.0,140.9,123.4,150.3
